gene_id,gene_name
ENSG00000272192,CTD-2532N20.1
ENSG00000272195,RP11-156E8.1
ENSG00000272196,HIST2H2AA3
ENSG00000272202,RP11-157F20.3
ENSG00000272203,AC004775.5
ENSG00000272205,RP11-277B15.3
ENSG00000272211,RP11-347P5.1
ENSG00000272217,XXbac-BPG157A10.21
ENSG00000272219,CTB-181H17.1
ENSG00000272221,XXbac-BPG181B23.7
ENSG00000272223,RP1-20C7.6
ENSG00000272240,RP5-855D21.1
ENSG00000272247,RP11-379F4.9
ENSG00000272248,RP3-406P24.4
ENSG00000272255,CTD-3224K15.3
ENSG00000272256,RP11-489E7.4
ENSG00000272259,RP11-305P22.9
ENSG00000272263,RP11-767C1.2
ENSG00000272264,RP11-92K15.3
ENSG00000272267,RP11-375N15.2
ENSG00000272269,RP11-500C11.3
ENSG00000272277,RP1-40E16.12
ENSG00000272282,RP11-222K16.2
ENSG00000272301,RP11-111M22.4
ENSG00000272305,RP11-894J14.5
ENSG00000272308,RP11-231G3.1
ENSG00000272312,RP11-239L20.6
ENSG00000272316,XXbac-BPGBPG55C20.2
ENSG00000272320,RP11-506K6.4
ENSG00000272323,CTD-2517O10.6
ENSG00000272334,RP11-129K12.1
ENSG00000272335,RP11-53O19.3
ENSG00000272338,RP11-722E23.2
ENSG00000272341,RP1-151F17.2
ENSG00000272343,RP11-140I16.3
ENSG00000272345,RP1-30M3.5
ENSG00000272356,RP5-1112D6.8
ENSG00000272368,RP4-605O3.4
ENSG00000272369,RP11-446N19.1
ENSG00000272370,RP11-307L14.1
ENSG00000272374,RP3-329A5.8
ENSG00000272375,RP11-51J9.6
ENSG00000272379,RP1-257A7.5
ENSG00000272381,RP11-192P3.4
ENSG00000272384,RP11-44N11.2
ENSG00000272397,RP11-497D6.5
ENSG00000272402,RP1-30M3.6
ENSG00000272405,RP11-284F21.10
ENSG00000272406,RP11-185E12.2
ENSG00000272410,RP11-438J1.1
ENSG00000272416,CTD-2081C10.7
ENSG00000272417,CTD-2199O4.6
ENSG00000272419,AC241585.3
ENSG00000272420,RP4-740C4.7
ENSG00000272425,RP11-363E6.4
ENSG00000272426,RP11-108M9.6
ENSG00000272434,RP13-131K19.6
ENSG00000272444,RP11-1017G21.6
ENSG00000272446,RP1-225E12.3
ENSG00000272447,RP11-182L21.6
ENSG00000272449,RP3-395M20.12
ENSG00000272455,RP4-758J18.13
ENSG00000272456,CTD-2342N23.3
ENSG00000272459,RP11-1277A3.3
ENSG00000272462,U91328.19
ENSG00000272463,RP11-532F6.3
ENSG00000272465,RP1-136B1.1
ENSG00000272468,RP1-86C11.7
ENSG00000272469,Metazoa_SRP
ENSG00000272472,RP11-95G17.2
ENSG00000272476,RP1-191J18.66
ENSG00000272477,RP11-158G18.1
ENSG00000272478,RP1-317E23.7
ENSG00000272483,RP11-169K17.3
ENSG00000272489,RP11-182L21.5
ENSG00000272498,RP11-415F23.3
ENSG00000272501,XXbac-BPG299F13.17
ENSG00000272502,RP11-713M15.2
ENSG00000272505,RP11-981G7.6
ENSG00000272509,RP11-347C18.5
ENSG00000272512,RP11-54O7.17
ENSG00000272516,RP11-573G6.9
ENSG00000272518,RP11-26J3.3
ENSG00000272523,LINC01023
ENSG00000272525,RP11-79P5.9
ENSG00000272529,RP11-415F23.4
ENSG00000272540,XXbac-BPG252P9.9
ENSG00000272541,XXbac-BPGBPG55C20.1
ENSG00000272542,RP11-255P5.2
ENSG00000272545,CTC-527H23.4
ENSG00000272556,RP11-638I8.1
ENSG00000272562,RP11-396C23.4
ENSG00000272563,RP11-480C16.1
ENSG00000272564,RP11-548P2.2
ENSG00000272567,RP11-73K9.3
ENSG00000272569,OR5BL1P
ENSG00000272572,RP11-179B2.2
ENSG00000272573,MUSTN1
ENSG00000272574,RP11-359K18.4
ENSG00000272576,RP11-365H22.2
ENSG00000272578,AP000347.2
ENSG00000272582,RP5-1039K5.17
ENSG00000272588,RP11-440L14.4
ENSG00000272589,ZSWIM8-AS1
ENSG00000272593,RP11-339B21.11
ENSG00000272595,OR10AH1P
ENSG00000272599,RP11-152N13.16
ENSG00000272601,RP11-155G14.5
ENSG00000272604,RP11-251G23.5
ENSG00000272606,RP11-554J4.1
ENSG00000272610,MAGI1-IT1
ENSG00000272620,AFAP1-AS1
ENSG00000272625,RP11-737O24.5
ENSG00000272627,RP11-354E23.5
ENSG00000272630,RP11-344N10.5
ENSG00000272631,RP11-359E3.4
ENSG00000272638,GS1-114I9.1
ENSG00000272644,RP11-33O4.1
ENSG00000272645,RP11-504P24.8
ENSG00000272646,RP11-188P17.2
ENSG00000272647,GS1-259H13.10
ENSG00000272650,RP11-571I18.4
ENSG00000272654,RP11-422P24.11
ENSG00000272655,POLR2J4
ENSG00000272661,RP4-548D19.3
ENSG00000272662,RP11-190C22.8
ENSG00000272663,RP11-191L17.1
ENSG00000272666,CTA-384D8.35
ENSG00000272667,RP11-395A13.2
ENSG00000272668,RP11-190A12.8
ENSG00000272669,RP3-508I15.21
ENSG00000272672,RP11-302M6.5
ENSG00000272677,RP11-127B20.3
ENSG00000272681,FAM223B
ENSG00000272686,RP11-390E23.6
ENSG00000272688,RP13-270P17.3
ENSG00000272689,RP4-539M6.21
ENSG00000272690,RP11-803B1.8
ENSG00000272693,AC104057.2
ENSG00000272695,GAS6-AS2
ENSG00000272696,RP11-339B21.13
ENSG00000272699,RP11-145M9.5
ENSG00000272701,RP11-2E11.10
ENSG00000272711,RP11-259N19.1
ENSG00000272716,RP11-563N4.1
ENSG00000272719,CTB-161C1.1
ENSG00000272720,CTA-228A9.3
ENSG00000272732,RP5-1159O4.2
ENSG00000272734,ADIRF-AS1
ENSG00000272735,RP11-467P9.1
ENSG00000272741,RP11-447L10.1
ENSG00000272742,CTB-43P18.1
ENSG00000272744,RP11-367N14.3
ENSG00000272746,RP11-53B2.6
ENSG00000272748,RP11-222G7.2
ENSG00000272750,RP11-378J18.8
ENSG00000272752,STAG3L5P-PVRIG2P-PILRB
ENSG00000272754,AL133245.2
ENSG00000272755,RP11-326G21.1
ENSG00000272758,RP11-299J3.8
ENSG00000272760,RP11-5C23.1
ENSG00000272767,JMJD1C-AS1
ENSG00000272768,RP4-673M15.1
ENSG00000272774,RP11-433A10.3
ENSG00000272777,RP11-571L19.8
ENSG00000272779,LL22NC03-80A10.6
ENSG00000272787,KB-226F1.2
ENSG00000272791,RP11-464F9.22
ENSG00000272795,RP11-602N24.3
ENSG00000272797,RP11-368I23.3
ENSG00000272800,RP11-438L19.1
ENSG00000272807,RP11-260M2.1
ENSG00000272808,RP11-66B24.7
ENSG00000272810,U91328.22
ENSG00000272812,RP5-855D21.3
ENSG00000272821,CTA-384D8.36
ENSG00000272825,LL21NC02-1C16.2
ENSG00000272829,XXbac-B135H6.18
ENSG00000272831,RP11-792A8.4
ENSG00000272832,RP11-91K8.5
ENSG00000272834,RP5-1042K10.13
ENSG00000272841,RP3-428L16.2
ENSG00000272842,RP11-513M16.7
ENSG00000272843,RP11-313P13.5
ENSG00000272844,RP11-484K9.4
ENSG00000272848,RP1-137D17.2
ENSG00000272853,RP11-398C13.6
ENSG00000272854,RP4-593H12.1
ENSG00000272858,CTA-292E10.8
ENSG00000272862,RP11-814H16.2
ENSG00000272864,RP11-17E13.2
ENSG00000272866,RP11-12D24.10
ENSG00000272870,RP11-798M19.6
ENSG00000272871,RP11-408A13.4
ENSG00000272872,LL22NC03-N14H11.1
ENSG00000272884,RP11-104H15.10
ENSG00000272885,RP11-2H3.6
ENSG00000272887,CSPG4P5
ENSG00000272888,AC013394.2
ENSG00000272892,RP11-57G10.8
ENSG00000272894,RP5-1159O4.1
ENSG00000272896,RP11-216L13.17
ENSG00000272899,RP11-309L24.9
ENSG00000272902,RP11-299H21.1
ENSG00000272905,RP11-265E18.1
ENSG00000272906,RP11-533E19.7
ENSG00000272908,RP11-121A8.1
ENSG00000272909,CTD-2555O16.4
ENSG00000272910,RP11-15L13.4
ENSG00000272912,RP11-724N1.1
ENSG00000272913,RP11-440D17.3
ENSG00000272914,RP11-330O11.3
ENSG00000272916,RP11-574K11.31
ENSG00000272918,CTB-152G17.6
ENSG00000272931,RP5-943J3.2
ENSG00000272933,RP11-47A8.5
ENSG00000272936,RP11-700J17.2
ENSG00000272940,CTA-384D8.33
ENSG00000272941,RP11-134L10.1
ENSG00000272942,CTA-246H3.12
ENSG00000272945,CTD-3216D2.5
ENSG00000272948,AP001412.1
ENSG00000272950,RP11-307C18.1
ENSG00000272953,RP11-1275H24.2
ENSG00000272954,KB-1440D3.13
ENSG00000272963,OR7A19P
ENSG00000272966,RP11-686O6.1
ENSG00000272967,RP11-190C22.9
ENSG00000272969,RP11-528I4.2
ENSG00000272973,KB-1125A3.11
ENSG00000272977,CTA-390C10.10
ENSG00000272979,RP11-647K16.1
ENSG00000272980,RP11-517H2.6
ENSG00000272983,RP11-508N22.12
ENSG00000272984,RP11-85E16.1
ENSG00000272986,RP11-46J23.1
ENSG00000272989,RP13-616I3.1
ENSG00000272990,RP11-305K5.1
ENSG00000272991,AF129408.17
ENSG00000272994,RP11-332H14.2
ENSG00000272995,RP11-362J17.1
ENSG00000273000,KB-1572G7.2
ENSG00000273001,RP11-118K6.3
ENSG00000273002,RP11-336K24.12
ENSG00000273003,RP11-399J13.3
ENSG00000273004,GS1-279B7.2
ENSG00000273007,RP11-170N16.3
ENSG00000273008,RP11-351D16.3
ENSG00000273010,RP11-96K19.5
ENSG00000273011,RP11-728K20.3
ENSG00000273014,RP11-225B17.2
ENSG00000273015,LINC00938
ENSG00000273017,AP000240.9
ENSG00000273018,CTD-2303H24.2
ENSG00000273026,RP11-422P24.10
ENSG00000273027,LL21NC02-1C16.1
ENSG00000273032,DGCR9
ENSG00000273033,RP11-67L2.2
ENSG00000273035,RP11-449G16.1
ENSG00000273038,RP11-479G22.8
ENSG00000273041,ATF4P2
ENSG00000273044,RP4-569D19.8
ENSG00000273045,C2ORF15
ENSG00000273055,CTB-13F3.1
ENSG00000273056,RP11-77E14.2
ENSG00000273058,RP11-385F5.5
ENSG00000273059,XXyac-YX155B6.7
ENSG00000273061,RP11-6J24.6
ENSG00000273064,RP11-474G23.3
ENSG00000273066,RP11-216L13.19
ENSG00000273080,RP11-301O19.1
ENSG00000273090,RP11-78I14.1
ENSG00000273091,AP000255.6
ENSG00000273093,RP11-532L16.3
ENSG00000273104,CMP21-97G8.1
ENSG00000273106,RP11-559M23.1
ENSG00000273117,AC144652.1
ENSG00000273124,RP11-236B18.5
ENSG00000273133,RP11-799M12.2
ENSG00000273138,GS1-293C5.1
ENSG00000273139,XXbac-B444P24.14
ENSG00000273141,RP11-820I16.4
ENSG00000273142,RP11-458F8.4
ENSG00000273145,CITF22-92A6.1
ENSG00000273148,RP5-1068E13.7
ENSG00000273151,RP11-449P15.2
ENSG00000273153,RP11-406H21.2
ENSG00000273154,RP4-583P15.15
ENSG00000273155,MRPL30
ENSG00000273156,RP11-127B20.2
ENSG00000273162,RP11-108L7.15
ENSG00000273165,RP11-1057B6.1
ENSG00000273167,RP11-307N16.6
ENSG00000273175,RP11-11N7.4
ENSG00000273177,RP11-368I23.4
ENSG00000273179,RP11-20I20.4
ENSG00000273181,RP11-778D9.13
ENSG00000273183,RP11-5C23.2
ENSG00000273186,RP11-339B21.10
ENSG00000273188,RP3-402G11.25
ENSG00000273189,CTD-3148I10.15
ENSG00000273192,CITF22-1A6.3
ENSG00000273198,GS1-304P7.3
ENSG00000273199,AP000692.10
ENSG00000273203,AC006946.16
ENSG00000273204,RP4-549L20.3
ENSG00000273209,RP11-107N15.1
ENSG00000273210,AP001437.1
ENSG00000273211,RP13-131K19.7
ENSG00000273216,AC002059.10
ENSG00000273218,LLNLR-246C6.1
ENSG00000273219,RP11-644N4.1
ENSG00000273221,RP5-1180E21.5
ENSG00000273226,RP11-513M16.8
ENSG00000273230,RP11-1246C19.1
ENSG00000273232,RP11-370A5.2
ENSG00000273233,RP11-713D19.1
ENSG00000273240,RP11-455J20.3
ENSG00000273243,CTA-217C2.2
ENSG00000273245,RP11-434P11.2
ENSG00000273247,RP11-83A24.2
ENSG00000273249,LL09NC01-251B2.3
ENSG00000273253,RP3-402G11.26
ENSG00000273254,RP1-100J12.1
ENSG00000273261,RP11-531F16.4
ENSG00000273262,RP11-18I14.11
ENSG00000273269,RP11-761B3.1
ENSG00000273270,RP11-212P7.2
ENSG00000273271,AP000254.8
ENSG00000273272,CTA-384D8.34
ENSG00000273275,RP11-474G23.2
ENSG00000273284,RP11-888D10.4
ENSG00000273295,AP000350.5
ENSG00000273297,RP11-38M8.1
ENSG00000273300,AC000068.9
ENSG00000273302,RP11-493E12.2
ENSG00000273305,RP11-440D17.4
ENSG00000273306,RP11-527J8.1
ENSG00000273311,DGCR11
ENSG00000273314,RP5-1136G13.2
ENSG00000273319,RP11-138A9.2
ENSG00000273320,RP11-22N19.2
ENSG00000273328,RP11-141M3.5
ENSG00000273329,RP11-448A19.1
ENSG00000273331,TM4SF19
ENSG00000273335,RP11-61L19.2
ENSG00000273336,OR7M1P
ENSG00000273340,MICE
ENSG00000273343,XXbac-B444P24.13
ENSG00000273344,PAXIP1-AS1
ENSG00000273345,CTD-2410N18.4
ENSG00000273353,CTA-268H5.12
ENSG00000273355,RP11-672L10.6
ENSG00000273356,RP11-804H8.6
ENSG00000273361,RP11-378A13.2
ENSG00000273363,RP11-285G1.14
ENSG00000273365,RP11-466F5.10
ENSG00000273366,CTA-989H11.1
ENSG00000273367,RP5-827C21.6
ENSG00000273368,RP11-376P6.3
ENSG00000273369,RP11-700J17.1
ENSG00000273372,RP11-479O17.10
ENSG00000273373,RP5-1074L1.4
ENSG00000273374,RP11-383I23.2
ENSG00000273375,RP11-803P9.1
ENSG00000273377,OR2Q1P
ENSG00000273381,RP11-305L7.7
ENSG00000273382,RP5-1065J22.8
ENSG00000273384,RP5-1098D14.1
ENSG00000273387,RP3-412A9.16
ENSG00000273391,RP11-634H22.1
ENSG00000273394,RP11-255E6.6
ENSG00000273398,RP11-474G23.1
ENSG00000273399,RP11-408A13.3
ENSG00000273402,RP5-855D21.2
ENSG00000273403,RP11-329B9.3
ENSG00000273407,RP11-757A13.1
ENSG00000273416,RP4-597N16.4
ENSG00000273419,RP4-751H13.7
ENSG00000273420,CTD-2540B15.13
ENSG00000273424,CTA-223H9.9
ENSG00000273428,RP4-539M6.22
ENSG00000273432,RP5-1165K10.2
ENSG00000273437,RP11-434H6.7
ENSG00000273442,AC006946.17
ENSG00000273443,RP11-54O7.18
ENSG00000273447,AC004067.5
ENSG00000273448,RP11-166O4.6
ENSG00000273449,RP11-218F10.3
ENSG00000273450,RP11-76P2.4
ENSG00000273451,RP4-569M23.4
ENSG00000273454,RP11-797D24.3
ENSG00000273456,RP11-686O6.2
ENSG00000273464,RP11-313P22.1
ENSG00000273466,RP11-548H3.1
ENSG00000273472,RP11-102N12.3
ENSG00000273473,LL09NC01-139C3.1
ENSG00000273474,RP11-295P9.12
ENSG00000273476,RP11-108L7.14
ENSG00000273483,RP4-671G15.2
ENSG00000273485,RP11-225H22.7
ENSG00000273486,RP11-731C17.2
ENSG00000273489,RP11-180C16.1
ENSG00000273496,AC011841.1
ENSG00000273521,AL162274.1
ENSG00000273541,DLEU1_2
ENSG00000273553,AC016597.2
ENSG00000273573,Metazoa_SRP
ENSG00000273576,AC009283.1
ENSG00000273580,AC087072.2
ENSG00000273584,AC096708.4
ENSG00000273590,SMIM11B
ENSG00000273597,AL355377.1
ENSG00000273598,PMS2P10
ENSG00000273599,AL731571.1
ENSG00000273618,AL135999.2
ENSG00000273619,RPS21-DT
ENSG00000273654,AC020904.2
ENSG00000273659,AC108125.1
ENSG00000273674,AC021752.1
ENSG00000273679,AC100757.1
ENSG00000273680,AC009318.2
ENSG00000273691,AC087284.1
ENSG00000273702,AC091271.1
ENSG00000273711,AC005520.5
ENSG00000273723,SUGT1-DT
ENSG00000273729,AC007686.3
ENSG00000273733,AC011472.4
ENSG00000273734,AC005258.1
ENSG00000273747,AC022558.3
ENSG00000273748,AL592183.1
ENSG00000273759,AL117379.1
ENSG00000273763,AC007318.2
ENSG00000273765,AC024257.4
ENSG00000273769,L1CAM-AS1
ENSG00000273771,AC024337.2
ENSG00000273783,GTF2A1-AS1
ENSG00000273784,AL137058.2
ENSG00000273786,AC020658.4
ENSG00000273792,AC022898.2
ENSG00000273797,AL133445.2
ENSG00000273824,AC008033.3
ENSG00000273837,AC018755.4
ENSG00000273888,FRMD6-AS1
ENSG00000273891,AL731566.1
ENSG00000273893,AL133520.1
ENSG00000273897,PMS2P8
ENSG00000273901,AC012313.9
ENSG00000273920,AC103858.2
ENSG00000273925,AC084757.4
ENSG00000273951,AL031667.3
ENSG00000273973,AC025162.2
ENSG00000273978,AC005066.1
ENSG00000273987,AC121761.2
ENSG00000273989,AC022079.1
ENSG00000273998,AL049794.1
ENSG00000274002,AL135999.3
ENSG00000274008,Metazoa_SRP
ENSG00000274010,ZFP91P1
ENSG00000274012,RN7SL2
ENSG00000274015,AL136038.5
ENSG00000274017,Metazoa_SRP
ENSG00000274020,LINC01138
ENSG00000274023,AL360169.2
ENSG00000274026,FAM27E3
ENSG00000274029,AC069209.1
ENSG00000274031,AC092140.2
ENSG00000274038,AC007014.2
ENSG00000274092,AC106739.1
ENSG00000274093,AC009032.1
ENSG00000274100,AL627230.1
ENSG00000274104,AC020910.4
ENSG00000274105,AC084824.3
ENSG00000274114,ALOX15P1
ENSG00000274124,AC074029.3
ENSG00000274156,AC008121.2
ENSG00000274159,AL133243.1
ENSG00000274173,LINC02967
ENSG00000274184,AC011815.2
ENSG00000274191,AC026333.4
ENSG00000274198,AC025521.1
ENSG00000274204,AL138689.1
ENSG00000274213,AC015912.3
ENSG00000274215,AC106028.4
ENSG00000274220,AC009163.7
ENSG00000274227,AC073575.2
ENSG00000274248,AJ011932.1
ENSG00000274251,AP003419.3
ENSG00000274253,AC138649.1
ENSG00000274259,SYNGAP1-AS1
ENSG00000274265,AC245297.3
ENSG00000274266,SNORA73A
ENSG00000274267,HIST1H3B
ENSG00000274269,AL031665.1
ENSG00000274270,AL137060.1
ENSG00000274272,AC069281.2
ENSG00000274275,AC009831.4
ENSG00000274276,CBSL
ENSG00000274281,AC022929.2
ENSG00000274292,AC084018.2
ENSG00000274294,AC015660.4
ENSG00000274297,AC009269.6
ENSG00000274303,7SK
ENSG00000274307,AC023449.2
ENSG00000274308,AC244093.1
ENSG00000274315,AC009318.3
ENSG00000274322,AL136531.2
ENSG00000274330,AL160191.3
ENSG00000274333,LINC03104
ENSG00000274340,AC032011.1
ENSG00000274341,AC005899.6
ENSG00000274354,AC105105.4
ENSG00000274363,AC087742.2
ENSG00000274364,AL110115.1
ENSG00000274372,AC239803.3
ENSG00000274374,TUBAP6
ENSG00000274376,ADAMTS7P1
ENSG00000274383,AC103691.1
ENSG00000274386,TMEM269
ENSG00000274400,AC015967.1
ENSG00000274403,AC090510.2
ENSG00000274414,AL121772.1
ENSG00000274421,AL162390.1
ENSG00000274422,AC245060.5
ENSG00000274425,AC114271.1
ENSG00000274441,AC008957.2
ENSG00000274460,AC092119.2
ENSG00000274471,AC242376.2
ENSG00000274487,NPEPPSP1
ENSG00000274492,AL121768.1
ENSG00000274505,Metazoa_SRP
ENSG00000274508,AC007336.2
ENSG00000274516,FAM74A6
ENSG00000274528,AC090970.3
ENSG00000274536,MIR223HG
ENSG00000274560,AC010205.1
ENSG00000274561,AC005332.6
ENSG00000274565,AC080038.1
ENSG00000274569,AC024884.1
ENSG00000274591,AC025031.3
ENSG00000274598,AC087893.1
ENSG00000274602,PI4KAP1
ENSG00000274605,PCCA-DT
ENSG00000274606,ST7-OT4_4
ENSG00000274615,NPEPPSP1
ENSG00000274628,CYP4F59P
ENSG00000274653,AC106782.6
ENSG00000274654,AC022467.1
ENSG00000274666,AL133370.2
ENSG00000274667,AC090517.2
ENSG00000274677,AC040169.3
ENSG00000274678,AC106886.3
ENSG00000274680,MYO5BP1
ENSG00000274695,AC108704.1
ENSG00000274698,AC099521.2
ENSG00000274712,AC005332.7
ENSG00000274717,AL049757.1
ENSG00000274723,AC079906.1
ENSG00000274737,AC004466.2
ENSG00000274742,Metazoa_SRP
ENSG00000274751,AC120498.9
ENSG00000274762,AL049777.1
ENSG00000274765,AC018926.1
ENSG00000274769,AC016747.4
ENSG00000274776,AC090241.3
ENSG00000274797,AC008121.3
ENSG00000274799,Metazoa_SRP
ENSG00000274819,RMST_7
ENSG00000274825,AL023803.2
ENSG00000274827,LINC01297
ENSG00000274828,AC068473.5
ENSG00000274885,AC087241.4
ENSG00000274893,AL136317.2
ENSG00000274897,PANO1
ENSG00000274898,AC001226.1
ENSG00000274902,AC004241.2
ENSG00000274904,AC093512.1
ENSG00000274911,AL627230.2
ENSG00000274918,AC116447.1
ENSG00000274922,AL139384.1
ENSG00000274925,ZKSCAN2-DT
ENSG00000274928,KRT89P
ENSG00000274929,AL157813.1
ENSG00000274943,AC079684.1
ENSG00000274949,AL109804.1
ENSG00000274954,AC090971.5
ENSG00000274956,UG0898H09
ENSG00000274964,AC026356.1
ENSG00000274966,AC019322.3
ENSG00000274976,AC087588.2
ENSG00000274979,AC020656.2
ENSG00000274987,AC092794.1
ENSG00000274993,AC254629.1
ENSG00000275002,ZFAND2AP2
ENSG00000275005,AL354950.1
ENSG00000275014,RN7SL166P
ENSG00000275026,GXYLT1P4
ENSG00000275029,HMGB1P24
ENSG00000275055,AC011468.5
ENSG00000275056,AC020663.3
ENSG00000275064,PDE4DIPP5
ENSG00000275084,SNORD91B
ENSG00000275091,AC022098.4
ENSG00000275092,AL031710.2
ENSG00000275097,AC024940.5
ENSG00000275106,AC025594.3
ENSG00000275119,AC244131.2
ENSG00000275120,ZSCAN2-AS1
ENSG00000275131,PDE4DIPP2
ENSG00000275144,SNX18P5
ENSG00000275160,RPL7AP45
ENSG00000275162,AC005391.1
ENSG00000275170,FRG2MP
ENSG00000275180,AC048341.3
ENSG00000275185,AC130324.3
ENSG00000275191,AC007497.1
ENSG00000275197,AC092794.2
ENSG00000275198,LINC02960
ENSG00000275202,AL161421.1
ENSG00000275210,AC245884.11
ENSG00000275216,AL161431.1
ENSG00000275223,AL121906.2
ENSG00000275236,AC009120.6
ENSG00000275294,LINC02340
ENSG00000275297,AL162731.1
ENSG00000275318,AL136981.2
ENSG00000275320,Z95327.3
ENSG00000275322,AC103746.1
ENSG00000275325,PDCD6IPP1
ENSG00000275329,AL138781.2
ENSG00000275332,AC103691.2
ENSG00000275343,AC010999.1
ENSG00000275345,AC091167.6
ENSG00000275350,AL513479.1
ENSG00000275367,AC092111.1
ENSG00000275374,GUSBP19
ENSG00000275383,AC126773.4
ENSG00000275389,AC068790.9
ENSG00000275393,AC018695.6
ENSG00000275401,AL391095.3
ENSG00000275409,AC026367.2
ENSG00000275413,AC002553.4
ENSG00000275417,AC068726.1
ENSG00000275418,LINC03110
ENSG00000275426,AC253576.2
ENSG00000275437,AL121832.3
ENSG00000275443,AC012409.2
ENSG00000275445,AC092119.3
ENSG00000275450,PTGER4P2-CDK2AP2P2
ENSG00000275454,AC105020.6
ENSG00000275457,AL117332.1
ENSG00000275464,FP565260.1
ENSG00000275465,AL449403.2
ENSG00000275467,AC083806.3
ENSG00000275468,AC004678.1
ENSG00000275481,AC025031.4
ENSG00000275484,AP003419.4
ENSG00000275485,AL512652.1
ENSG00000275491,LINC01730
ENSG00000275494,AC133552.6
ENSG00000275496,CU633906.1
ENSG00000275512,AC007998.4
ENSG00000275532,AC006449.2
ENSG00000275542,AC027601.3
ENSG00000275549,STPG3-AS1
ENSG00000275552,AC243965.2
ENSG00000275553,ELOA3CP
ENSG00000275560,AC008115.3
ENSG00000275576,AL049539.1
ENSG00000275580,AC022306.2
ENSG00000275601,AC011330.2
ENSG00000275620,FLJ16779
ENSG00000275632,AL035461.2
ENSG00000275638,AC011939.3
ENSG00000275645,AC068338.3
ENSG00000275666,KCNQ1OT1_1
ENSG00000275672,AC025580.3
ENSG00000275695,UBE2Q2P6
ENSG00000275703,U47924.3
ENSG00000275709,AC090527.3
ENSG00000275719,AC008622.2
ENSG00000275720,AC243830.2
ENSG00000275734,AC010538.1
ENSG00000275740,AC091959.3
ENSG00000275759,AC026367.3
ENSG00000275764,AC092747.4
ENSG00000275765,AC091982.4
ENSG00000275769,AC068792.1
ENSG00000275778,AC018630.6
ENSG00000275799,AP001059.2
ENSG00000275801,AL121985.3
ENSG00000275805,AC090206.1
ENSG00000275807,AC145285.7
ENSG00000275839,AC243654.2
ENSG00000275846,AL513548.3
ENSG00000275850,AC005912.2
ENSG00000275854,AC084824.4
ENSG00000275857,AC009133.4
ENSG00000275880,NAXD-AS1
ENSG00000275882,IKBKGP1
ENSG00000275888,AC132872.3
ENSG00000275894,AL021578.1
ENSG00000275895,U2AF1L5
ENSG00000275897,AC021491.4
ENSG00000275898,AC125603.4
ENSG00000275902,AC139530.3
ENSG00000275910,AC138932.5
ENSG00000275927,AC009152.1
ENSG00000275936,AC004263.2
ENSG00000275956,AC104446.1
ENSG00000275963,AC008115.4
ENSG00000275964,AL355001.2
ENSG00000275965,AC091544.8
ENSG00000275966,AC110285.6
ENSG00000275976,SPDYE11
ENSG00000275981,AC018816.2
ENSG00000275993,CU639417.2
ENSG00000275995,AC109809.1
ENSG00000276007,AC079414.3
ENSG00000276030,LINC03085
ENSG00000276058,STMN1P1
ENSG00000276063,AL391262.2
ENSG00000276071,AC074138.1
ENSG00000276077,LINC03105
ENSG00000276087,AC008073.3
ENSG00000276092,AC040896.1
ENSG00000276097,AC006538.3
ENSG00000276101,AC027601.4
ENSG00000276110,AC242988.1
ENSG00000276115,AC026356.2
ENSG00000276116,FUT8-AS1
ENSG00000276121,AC122108.2
ENSG00000276131,AC009118.2
ENSG00000276135,FAM27E2
ENSG00000276136,AC016957.2
ENSG00000276141,WHAMMP3
ENSG00000276144,AC233309.1
ENSG00000276148,AC084824.5
ENSG00000276166,AC092118.2
ENSG00000276168,RN7SL1
ENSG00000276174,AC087683.2
ENSG00000276182,AL163051.2
ENSG00000276188,AC069234.4
ENSG00000276203,ANKRD20A3P
ENSG00000276216,AC245014.3
ENSG00000276232,AC006064.5
ENSG00000276248,AL442125.1
ENSG00000276255,LINC02809
ENSG00000276256,AC011043.1
ENSG00000276259,AC009118.3
ENSG00000276261,AC009509.4
ENSG00000276272,AC024884.2
ENSG00000276278,AC048382.6
ENSG00000276282,AC022960.2
ENSG00000276291,FRG1HP
ENSG00000276302,AL021997.3
ENSG00000276308,AC078880.4
ENSG00000276317,AL357033.3
ENSG00000276334,AL133243.2
ENSG00000276337,AC105429.1
ENSG00000276384,AC016876.3
ENSG00000276390,AC004241.3
ENSG00000276400,VN1R9P
ENSG00000276408,AC025287.2
ENSG00000276417,AC092111.2
ENSG00000276418,AC036214.3
ENSG00000276445,AC005393.1
ENSG00000276449,AC004076.2
ENSG00000276471,AC105265.4
ENSG00000276476,LINC00540
ENSG00000276500,BMS1P14
ENSG00000276508,AC243830.3
ENSG00000276509,AC239799.2
ENSG00000276517,AL133243.3
ENSG00000276523,AC025287.3
ENSG00000276524,LINC03065
ENSG00000276533,AC018926.2
ENSG00000276545,PCDHGB9P
ENSG00000276550,HERC2P2
ENSG00000276564,AC130650.2
ENSG00000276568,Metazoa_SRP
ENSG00000276570,AC010327.5
ENSG00000276571,AC002550.2
ENSG00000276573,AL442067.1
ENSG00000276593,AC022306.3
ENSG00000276603,AL109614.1
ENSG00000276633,AJ011931.1
ENSG00000276645,Metazoa_SRP
ENSG00000276649,AL117335.1
ENSG00000276651,AC007950.2
ENSG00000276663,AC009090.3
ENSG00000276670,Six3os1_7
ENSG00000276672,AL161891.1
